,Unnamed: 0,video_file,start_tone,middle_tone,end_tone,Transition_val,social_message,Topic,Split,clip_feature_path,Link,Transcript
6928,6928,public_storage_gravitational_pull.mkv,neutral,neutral,neutral,No transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/public_storage_gravitational_pull.pkl,https://www.youtube.com/embed/m3YZhZ9mBz0,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/public_storage_gravitational_pull.txt
6929,6929,lifespan_chopping_wood.mkv,neutral,neutral,neutral,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/lifespan_chopping_wood.pkl,https://www.youtube.com/embed/6VvPg0-W50g,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/lifespan_chopping_wood.txt
6930,6930,mumbai_traffic_police_guilt.mkv,negative,negative,positive,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/mumbai_traffic_police_guilt.pkl,https://www.youtube.com/embed/iULqp-pQ2W4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/mumbai_traffic_police_guilt.txt
6931,6931,helpling_embrace_the_mess_born_to_be_artist.mp4,negative,positive,positive,Transition,No,Services,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/helpling_embrace_the_mess_born_to_be_artist.pkl,https://player.vimeo.com/video/214750535,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/helpling_embrace_the_mess_born_to_be_artist.txt
6932,6932,canvas_imagine_home_the_music_donation_project.webm,positive,neutral,positive,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/canvas_imagine_home_the_music_donation_project.pkl,https://www.youtube.com/embed/31zXeA-PO5E,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/canvas_imagine_home_the_music_donation_project.txt
6933,6933,swiss_cancer_league_scan.mp4,neutral,negative,positive,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/swiss_cancer_league_scan.pkl,https://www.youtube.com/embed/fa40OnsJk10,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/swiss_cancer_league_scan.txt
6934,6934,getinge_the_walk.mkv,negative,negative,positive,Transition,No,Health,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/getinge_the_walk.pkl,https://www.youtube.com/embed/iJMIGRl3SGo,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/getinge_the_walk.txt
6935,6935,tinka_lottery_country_house.webm,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/tinka_lottery_country_house.pkl,https://www.youtube.com/embed/ptSSO2xurwk,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/tinka_lottery_country_house.txt
6936,6936,care_care_respecteznosregles.mp4,positive,negative,neutral,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/care_care_respecteznosregles.pkl,https://www.youtube.com/embed/1hgU8OMGBFo,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/care_care_respecteznosregles.txt
6937,6937,crest_take_a_little_taste.mp4,neutral,positive,positive,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/crest_take_a_little_taste.pkl,https://player.vimeo.com/video/92180275,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/crest_take_a_little_taste.txt
6938,6938,neo_shower.mp4,positive,negative,positive,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/neo_shower.pkl,https://player.vimeo.com/video/170988256,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/neo_shower.txt
6939,6939,bbc_history_will_be_made.mp4,positive,positive,positive,No transition,No,Sports,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bbc_history_will_be_made.pkl,https://www.youtube.com/embed/WBxwX1myxqc,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/bbc_history_will_be_made.txt
6940,6940,festival_politica_made_of_diversity_made_of_love.mp4,positive,negative,positive,Transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/festival_politica_made_of_diversity_made_of_love.pkl,https://www.youtube.com/embed/XnsCoWO7WRs,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/festival_politica_made_of_diversity_made_of_love.txt
6941,6941,codere_when_you_win_it_shows.mp4,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/codere_when_you_win_it_shows.pkl,https://player.vimeo.com/video/320265738,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/codere_when_you_win_it_shows.txt
6942,6942,miami_ad_school_hair.mp4,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/miami_ad_school_hair.pkl,https://www.youtube.com/embed/6Zzn6qEawqg,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/miami_ad_school_hair.txt
6943,6943,innocence_in_danger_more_followers_for_your_kids_share_smart.mkv,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/innocence_in_danger_more_followers_for_your_kids_share_smart.pkl,https://www.youtube.com/embed/M1Ocyoz-WHY,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/innocence_in_danger_more_followers_for_your_kids_share_smart.txt
6944,6944,lastminutecomau_live_lastminute_3.mp4,positive,negative,positive,Transition,No,Services,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/lastminutecomau_live_lastminute_3.pkl,https://www.youtube.com/embed/nqe8DpEOI6g,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/lastminutecomau_live_lastminute_3.txt
6945,6945,interlgbt_the_obstacle_course.mkv,negative,negative,positive,Transition,Yes,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/interlgbt_the_obstacle_course.pkl,https://www.youtube.com/embed/HruTY0ue1ns,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/interlgbt_the_obstacle_course.txt
6946,6946,the_shelter_pet_project_adoptpurelove_shelter_pet_project_olivia_munn_psa_15.mkv,positive,positive,positive,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_shelter_pet_project_adoptpurelove_shelter_pet_project_olivia_munn_psa_15.pkl,https://www.youtube.com/embed/ywcChyAf8ik,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/the_shelter_pet_project_adoptpurelove_shelter_pet_project_olivia_munn_psa_15.txt
6947,6947,roman_asking_for_a_friend_grilling.mp4,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/roman_asking_for_a_friend_grilling.pkl,https://www.youtube.com/embed/KpoPWbrvUtE,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/roman_asking_for_a_friend_grilling.txt
6948,6948,visa_carpool.mp4,positive,positive,positive,No transition,No,Leisure,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/visa_carpool.pkl,https://www.youtube.com/embed/vRxOlBrqr6I,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/visa_carpool.txt
6949,6949,okamoto_dinosaurs.mp4,negative,negative,neutral,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/okamoto_dinosaurs.pkl,https://www.youtube.com/embed/EQ0px0v9SII,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/okamoto_dinosaurs.txt
6950,6950,nhs_blood_and_transplant_whistle.webm,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nhs_blood_and_transplant_whistle.pkl,https://www.youtube.com/embed/1a2YFE_T5CY,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/nhs_blood_and_transplant_whistle.txt
6951,6951,john_st_make_humanity_great_again.webm,positive,positive,positive,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/john_st_make_humanity_great_again.pkl,https://www.youtube.com/embed/jmbhylhScWg,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/john_st_make_humanity_great_again.txt
6952,6952,nivea_nivea_men_body_shave.mp4,neutral,neutral,positive,Transition,No,Health,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nivea_nivea_men_body_shave.pkl,https://player.vimeo.com/video/260020790,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/nivea_nivea_men_body_shave.txt
6953,6953,womens_aid_160kchildren.mp4,neutral,negative,negative,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/womens_aid_160kchildren.pkl,https://player.vimeo.com/video/288548461,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/womens_aid_160kchildren.txt
6954,6954,herstories_adventures_of_supergirls.mp4,positive,positive,positive,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/herstories_adventures_of_supergirls.pkl,https://player.vimeo.com/video/243503947,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/herstories_adventures_of_supergirls.txt
6955,6955,unopar_titanic.mp4,positive,positive,positive,No transition,No,Awareness,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/unopar_titanic.pkl,https://www.youtube.com/embed/3kM8_JVGN70,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/unopar_titanic.txt
6956,6956,iwi_healthy_me_healthy_we.webm,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/iwi_healthy_me_healthy_we.pkl,https://www.youtube.com/embed/_-sEGFLysxE,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/iwi_healthy_me_healthy_we.txt
6957,6957,mount_pleasant_group_tattoo.webm,negative,negative,positive,Transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/mount_pleasant_group_tattoo.pkl,https://www.youtube.com/embed/Aue86Zor4OM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/mount_pleasant_group_tattoo.txt
6958,6958,western_cape_government_the_worlds_biggest_idiot.mp4,positive,positive,negative,Transition,Yes,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/western_cape_government_the_worlds_biggest_idiot.pkl,https://www.youtube.com/embed/eks6OKUJMZM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/western_cape_government_the_worlds_biggest_idiot.txt
6959,6959,child_abuse_prevention_future.mkv,neutral,positive,neutral,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/child_abuse_prevention_future.pkl,https://www.youtube.com/embed/i1tHaNIJj4w,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/child_abuse_prevention_future.txt
6960,6960,dompe_in_the_woods.mkv,negative,negative,positive,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/dompe_in_the_woods.pkl,https://www.youtube.com/embed/YIOA9ajZ0Gw,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/dompe_in_the_woods.txt
6961,6961,americas_cardroom_teleportation_room.mp4,negative,positive,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/americas_cardroom_teleportation_room.pkl,https://www.youtube.com/embed/JljHIiKpXoc,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/americas_cardroom_teleportation_room.txt
6962,6962,road_safety_when_you_get_home.mp4,positive,positive,neutral,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/road_safety_when_you_get_home.pkl,https://player.vimeo.com/video/235021109,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/road_safety_when_you_get_home.txt
6963,6963,reborn_to_be_alive_looking_for_a_heartbeat.mkv,negative,negative,positive,Transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/reborn_to_be_alive_looking_for_a_heartbeat.pkl,https://www.youtube.com/embed/Z6CHA3YnSeY,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/reborn_to_be_alive_looking_for_a_heartbeat.txt
6964,6964,swinburne_lets_do_this_brand.mkv,positive,neutral,neutral,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/swinburne_lets_do_this_brand.pkl,https://www.youtube.com/embed/il42O9ueSUs,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/swinburne_lets_do_this_brand.txt
6965,6965,road_traffic_safety_department_latvia_stop_before_you_shut_down.mp4,negative,neutral,negative,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/road_traffic_safety_department_latvia_stop_before_you_shut_down.pkl,https://player.vimeo.com/video/258229376,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/road_traffic_safety_department_latvia_stop_before_you_shut_down.txt
6966,6966,canadian_labour_congress_judy_and_garys_story.mkv,neutral,negative,positive,Transition,Yes,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/canadian_labour_congress_judy_and_garys_story.pkl,https://www.youtube.com/embed/kvX_jjUWSso,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/canadian_labour_congress_judy_and_garys_story.txt
6967,6967,rescue_dogs_rock_adopt_a_new_life_partner.mkv,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/rescue_dogs_rock_adopt_a_new_life_partner.pkl,https://www.youtube.com/embed/E4xLn6AT7j8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/rescue_dogs_rock_adopt_a_new_life_partner.txt
6968,6968,fazland_locker_room_meltdown.mp4,neutral,negative,positive,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/fazland_locker_room_meltdown.pkl,https://player.vimeo.com/video/209443236,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/fazland_locker_room_meltdown.txt
6969,6969,mountain_riders_clean_up.mp4,positive,positive,positive,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/mountain_riders_clean_up.pkl,https://www.youtube.com/embed/Qfnem5VT5GI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/mountain_riders_clean_up.txt
6970,6970,an_post_an_post_address_point.mkv,neutral,positive,positive,Transition,Yes,Services,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/an_post_an_post_address_point.pkl,https://www.youtube.com/embed/htM0sya4H5o,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/an_post_an_post_address_point.txt
6971,6971,think_the_road_whisperer_night_driving.webm,positive,positive,positive,No transition,No,Awareness,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/think_the_road_whisperer_night_driving.pkl,https://www.youtube.com/embed/xpZvTeiX_2s,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/think_the_road_whisperer_night_driving.txt
6972,6972,world_vision_everything_viral_in_45_seconds.mkv,positive,positive,negative,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/world_vision_everything_viral_in_45_seconds.pkl,https://www.youtube.com/embed/6WeTJrlDrQ4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/world_vision_everything_viral_in_45_seconds.txt
6973,6973,pickupmydonationcom_forgotten_gifts_i_thought_we_could_be_friends.mkv,neutral,neutral,positive,Transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/pickupmydonationcom_forgotten_gifts_i_thought_we_could_be_friends.pkl,https://www.youtube.com/embed/oUATJ0DGIUQ,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/pickupmydonationcom_forgotten_gifts_i_thought_we_could_be_friends.txt
6974,6974,ministry_of_environment_south_korea_i_am_your_father_2.mkv,neutral,positive,positive,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ministry_of_environment_south_korea_i_am_your_father_2.pkl,https://www.youtube.com/embed/s-qVMQPqfKQ,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/ministry_of_environment_south_korea_i_am_your_father_2.txt
6975,6975,rescue_dogs_rock_dogs_dont_cheat.webm,neutral,positive,positive,Transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/rescue_dogs_rock_dogs_dont_cheat.pkl,https://www.youtube.com/embed/-gef9jsrtQA,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/rescue_dogs_rock_dogs_dont_cheat.txt
6976,6976,tud_dret_alcindo.mp4,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/tud_dret_alcindo.pkl,https://player.vimeo.com/video/192379696,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/tud_dret_alcindo.txt
6977,6977,de_facto_toxic_relationship.mkv,positive,positive,neutral,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/de_facto_toxic_relationship.pkl,https://www.youtube.com/embed/2DWfJzm_g8U,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/de_facto_toxic_relationship.txt
6978,6978,tinder_now_with_instagram.mp4,positive,positive,positive,No transition,No,Services,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/tinder_now_with_instagram.pkl,https://www.youtube.com/embed/jwqj-wqzt9Q,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/tinder_now_with_instagram.txt
6979,6979,the_snowbird.mp4,negative,positive,positive,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_snowbird.pkl,https://player.vimeo.com/video/256132176,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/the_snowbird.txt
6980,6980,nsw_government_aggressor.mp4,positive,negative,neutral,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nsw_government_aggressor.pkl,https://www.youtube.com/embed/7ZdP7Zkzn-4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/nsw_government_aggressor.txt
6981,6981,adsum_for_woman_children_unlock_hope.mp4,neutral,neutral,neutral,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/adsum_for_woman_children_unlock_hope.pkl,https://www.youtube.com/embed/2wCQf2qBqpA,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/adsum_for_woman_children_unlock_hope.txt
6982,6982,participaction_make_room_for_play_playground.mkv,positive,positive,positive,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/participaction_make_room_for_play_playground.pkl,https://www.youtube.com/embed/Lk-AdtfkpTc,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/participaction_make_room_for_play_playground.txt
6983,6983,afl_aliir_aliir.mkv,negative,positive,positive,Transition,No,Leisure,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/afl_aliir_aliir.pkl,https://www.youtube.com/embed/RSX5YyaaUHA,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/afl_aliir_aliir.txt
6984,6984,betser_balls_brains_part_3_waterloo.mp4,negative,negative,neutral,Transition,No,Leisure,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/betser_balls_brains_part_3_waterloo.pkl,https://www.youtube.com/embed/rKQlx0NNRrk,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/betser_balls_brains_part_3_waterloo.txt
6985,6985,cnct_strip_tease.mkv,positive,positive,neutral,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/cnct_strip_tease.pkl,https://www.youtube.com/embed/FggOyJNrSKk,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/cnct_strip_tease.txt
6986,6986,movimento_bandeiras_brancas_letter_to_jack.mkv,positive,positive,positive,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/movimento_bandeiras_brancas_letter_to_jack.pkl,https://www.youtube.com/embed/v6bII0EWFJ4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/movimento_bandeiras_brancas_letter_to_jack.txt
6987,6987,the_swedish_bandy_final_a_regular_american_presents_the_swedish_bowl.mp4,positive,neutral,neutral,Transition,No,Sports,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_swedish_bandy_final_a_regular_american_presents_the_swedish_bowl.pkl,https://www.youtube.com/embed/7BIOZMZFhAU,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/the_swedish_bandy_final_a_regular_american_presents_the_swedish_bowl.txt
6988,6988,30_millions_damis_foundation_2017_pet_campaign.mkv,positive,positive,negative,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/30_millions_damis_foundation_2017_pet_campaign.pkl,https://www.youtube.com/embed/cAIqWLMr5UA,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/30_millions_damis_foundation_2017_pet_campaign.txt
6989,6989,queensland_government_liftlegend.mp4,positive,neutral,positive,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/queensland_government_liftlegend.pkl,https://www.youtube.com/embed/XHqrQKWRnyM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/queensland_government_liftlegend.txt
6990,6990,french_red_cross_super_granny.mp4,negative,positive,positive,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/french_red_cross_super_granny.pkl,https://www.youtube.com/embed/ZpZAkA_49sI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/french_red_cross_super_granny.txt
6991,6991,warrior_adventures_canada_join_us.mkv,neutral,positive,positive,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/warrior_adventures_canada_join_us.pkl,https://www.youtube.com/embed/g6BhXiE_i70,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/warrior_adventures_canada_join_us.txt
6992,6992,fad_the_big_waiting_room.mkv,positive,positive,positive,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/fad_the_big_waiting_room.pkl,https://www.youtube.com/embed/oKohJEhkxQ4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/fad_the_big_waiting_room.txt
6993,6993,fallsview_casino_resort_flambe_backyard_fountain.mkv,positive,positive,positive,No transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/fallsview_casino_resort_flambe_backyard_fountain.pkl,https://www.youtube.com/embed/O0o7qHdDcec,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/fallsview_casino_resort_flambe_backyard_fountain.txt
6994,6994,child_abuse_prevention_voice.mkv,neutral,neutral,neutral,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/child_abuse_prevention_voice.pkl,https://www.youtube.com/embed/np6Uyue2Nr4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/child_abuse_prevention_voice.txt
6995,6995,iope_air_ballet.mkv,positive,positive,positive,No transition,No,Health,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/iope_air_ballet.pkl,https://www.youtube.com/embed/lDBlW38K19E,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/iope_air_ballet.txt
6996,6996,curaprox_viti_grosman.mp4,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/curaprox_viti_grosman.pkl,https://www.youtube.com/embed/pPQ5hka6_ow,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/curaprox_viti_grosman.txt
6997,6997,queer_lisboa_obscene.mp4,negative,positive,neutral,Transition,No,Leisure,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/queer_lisboa_obscene.pkl,https://www.youtube.com/embed/YgKiY95riGw,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/queer_lisboa_obscene.txt
6998,6998,comision_espanola_de_ayuda_al_refugiado_the_big_business_of_refugees.mp4,neutral,negative,positive,Transition,Yes,Awareness,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/comision_espanola_de_ayuda_al_refugiado_the_big_business_of_refugees.pkl,https://player.vimeo.com/video/204016801,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/comision_espanola_de_ayuda_al_refugiado_the_big_business_of_refugees.txt
